name,latitude,longitude,type
,8.710349,7.541125,school
,8.257171,7.893529,school
,8.254758,7.893263,school
,8.542019,8.252332,school
,8.543988,8.256402,school
,9.200658,7.766181,school
,9.193509,7.765863,school
,9.196917,7.764050,school
,9.194803,7.763947,school
,9.196763,7.764147,school
,8.468180,8.166361,school
,8.468971,8.167694,school
,8.438426,8.159539,school
,8.435516,8.157535,school
,8.290937,7.984068,school
,9.217050,7.737684,school
,9.216935,7.739094,school
,8.123339,7.962032,school
,8.473345,8.162383,school
,8.472653,8.163923,school
,8.187322,7.881517,school
,8.186955,7.880824,school
,8.289041,7.977127,school
,8.256529,7.878921,school
,8.256567,7.878698,school
,8.125618,7.958561,school
,8.700031,7.580798,school
,8.713028,7.399939,school
,8.727686,7.373994,school
,8.726957,7.373197,school
,8.727279,7.374486,school
,8.721542,7.166458,school
,8.943585,6.905857,school
,8.666207,7.057158,school
,8.670248,7.317586,school
,8.865301,7.425254,school
,8.921347,6.959435,school
,8.739997,7.399084,school
,8.770896,7.075483,school
,8.790093,7.198253,school
,8.626652,7.098263,school
,8.627576,7.096864,school
,8.735334,7.181885,school
,8.697902,7.116846,school
,8.683359,7.156617,school
,8.814830,7.393751,school
,8.742334,7.050754,school
,8.683230,7.171189,school
,8.679350,7.317230,school
,8.683306,7.319009,school
Divine Turning Point International School,4.883556,6.953810,school
Stanford Model High school,10.291273,9.789295,school
,7.619114,6.849089,school
,7.619438,6.848623,school
,7.522779,6.881183,school
,7.616314,6.892045,school
,7.517788,6.872756,school
,7.595217,6.861417,school
,7.589131,6.893606,school
,7.586710,6.893815,school
,7.568359,6.885534,school
,7.525009,6.840967,school
,7.526107,6.842654,school
,8.549136,6.261563,school
,8.557474,6.242589,school
,8.490244,6.322746,school
,8.490579,6.323192,school
,8.558737,6.244400,school
,6.826180,6.757381,school
,6.639086,6.765281,school
,6.828858,6.759616,school
,6.835165,6.757542,school
,6.828171,6.755801,school
,6.816255,6.775194,school
,6.708384,6.798621,school
,6.706927,6.796566,school
,6.713009,6.803586,school
Govt Day Secondary school Bakari Dukku,10.311594,9.826996,school
,7.938412,7.414659,school
,7.222243,7.058082,school
,7.252525,7.741514,school
,7.194736,7.260439,school
,7.195286,7.258626,school
,7.195808,7.259917,school
,7.738984,7.262184,school
,7.178586,7.049577,school
,7.300691,7.731911,school
,7.298130,7.728070,school
,7.992713,7.312446,school
,7.999219,7.321346,school
,7.998209,7.321635,school
,7.207672,7.286245,school
,7.932485,7.646589,school
,7.934344,7.642762,school
,7.748154,7.292025,school
,7.740427,7.286455,school
,7.807493,7.315885,school
,7.805645,7.317893,school
,7.798019,7.320200,school
,7.263506,7.726409,school
,7.969189,7.363298,school
,7.315656,7.722575,school
,7.286795,7.763157,school
Dinny Green international School,4.866164,7.036488,school
Jesuit Memorial College Port Harcourt,4.926313,6.967164,school
,8.898668,5.239024,school
,8.886220,5.250892,school
,8.955780,5.266826,school
,9.392918,3.378484,school
,9.495365,3.604435,school
,9.494183,3.603034,school
,9.837811,3.481472,school
,9.525099,3.334340,school
,9.412851,3.287570,school
,9.485142,3.509975,school
,9.485398,3.509259,school
,9.495254,3.503563,school
,9.484263,3.511042,school
,9.483931,3.511036,school
,9.363128,3.518853,school
,9.522122,3.335244,school
,9.522347,3.335432,school
,9.668504,3.442125,school
,9.006283,2.878662,school
,9.182021,3.536297,school
,9.188278,3.532926,school
,9.319421,3.673251,school
,9.110680,3.105819,school
,8.971161,3.169107,school
,9.103444,3.108069,school
,9.080091,3.533380,school
,9.244055,3.722674,school
,9.319435,3.487632,school
,9.011764,3.533608,school
,9.012152,3.534100,school
,9.018831,3.537806,school
,8.954491,2.931358,school
,8.952154,2.926936,school
,8.849920,3.006741,school
,9.045941,3.651533,school
,9.050835,3.652990,school
,9.060244,2.944244,school
,8.992868,3.113074,school
,9.057167,2.930400,school
,9.086488,3.130613,school
,9.086975,3.123929,school
,9.085392,3.144169,school
Government secondary school Mafo Tudun Wada,9.899718,8.860969,school
Albakans pre science school,9.897575,8.865145,school
Faith primary school,9.898058,8.863110,school
Break Forth Academy,4.867533,7.034829,school
,11.390806,9.445864,school
,11.390450,9.444201,school
,11.426453,9.375037,school
,11.675577,9.561413,school
,11.674757,9.645139,school
Chinakwe International School Dakibiyu,9.058539,7.426672,school
,7.730996,7.972421,school
,7.731431,7.972171,school
,7.846345,8.091288,school
,7.541082,7.745794,school
,7.759840,7.996306,school
,7.746996,7.998797,school
,7.742712,7.996208,school
,7.868442,8.059420,school
,7.868474,8.056833,school
,7.774683,8.033070,school
,7.297152,7.822298,school
,7.869973,8.047958,school
,7.793672,8.032066,school
,7.793419,8.033896,school
,7.799729,7.765339,school
,7.910690,8.075918,school
,7.912735,8.077696,school
,7.911766,8.078057,school
,6.989570,7.915960,school
,7.630316,7.792994,school
,6.992809,7.923832,school
,7.546819,7.747818,school
,7.747475,7.998679,school
,7.748904,7.998694,school
,7.740585,7.995635,school
,7.688575,7.755102,school
,7.682621,7.753914,school
,7.682036,7.753744,school
,7.866595,8.092580,school
,7.867206,8.092785,school
,7.564532,7.798490,school
,7.563970,7.797875,school
,8.003003,7.699059,school
,7.628493,7.792067,school
,7.800070,7.765351,school
,7.793026,7.760370,school
,7.867632,8.092682,school
,7.092357,8.424859,school
,6.752156,8.095293,school
,6.868707,8.164041,school
,6.869469,8.168617,school
,6.730990,8.117518,school
,6.847765,8.597338,school
,6.848515,8.599900,school
,6.859868,8.587652,school
,6.829945,8.130600,school
,6.973174,7.923136,school
,6.773553,8.325202,school
,6.795337,8.337712,school
,6.794559,8.343312,school
,6.794620,8.342940,school
,6.954699,7.892829,school
,7.154529,8.404910,school
,6.822778,8.225246,school
,6.970427,7.943891,school
,6.969793,7.943930,school
,6.803691,8.603586,school
,6.802591,8.604051,school
,6.755560,8.098844,school
,7.124327,8.421471,school
,7.122865,8.423220,school
,7.121374,8.422023,school
,7.124167,8.421992,school
,6.876993,8.150870,school
,6.970314,7.935490,school
,6.969210,7.930126,school
,7.154278,8.404832,school
,6.803522,8.609693,school
,6.802449,8.603770,school
,6.803476,8.609952,school
,6.773684,8.325477,school
,7.514344,9.791032,school
,7.151498,8.272351,school
,7.664434,9.630624,school
,6.849181,8.204986,school
,7.151427,8.271965,school
,7.569111,9.782323,school
,7.569430,9.781571,school
,7.567688,9.780645,school
,7.711815,9.607118,school
,7.710832,9.607292,school
,12.129023,9.444628,school
,12.131947,9.444738,school
,11.670204,9.583244,school
,12.138080,9.443344,school
,12.138877,9.441937,school
,12.142662,9.443693,school
,12.142936,9.442779,school
,12.141270,9.438717,school
,12.143256,9.441706,school
,12.282212,8.919256,school
,12.279718,8.918872,school
,12.229733,8.929180,school
,12.226696,8.928611,school
,12.220852,9.435279,school
,12.223346,9.440590,school
,12.220877,9.442132,school
,12.280140,8.916703,school
,12.281708,8.915922,school
,12.283112,8.916701,school
,12.282535,8.916710,school
,12.281039,8.918300,school
,12.633534,10.483293,school
,9.347907,9.137314,school
,9.435428,9.105327,school
,9.467708,10.220308,school
,9.482582,10.170588,school
,9.482648,10.170770,school
,9.287516,9.091718,school
,9.487827,10.144878,school
,9.466003,10.220395,school
,9.478242,10.100649,school
,8.538697,9.001262,school
,9.499027,10.095151,school
,9.495613,10.091693,school
,9.497635,10.095997,school
,9.499931,10.099927,school
,9.625941,9.073699,school
,9.627723,9.074589,school
,9.626473,9.072909,school
,8.643462,8.982955,school
,8.643392,8.983102,school
,8.635045,8.963124,school
,9.434347,9.105159,school
,9.423243,9.092491,school
,9.431416,9.099665,school
,9.427331,9.098329,school
,9.426090,9.097918,school
,9.676884,9.153546,school
,9.680557,9.154305,school
,9.678357,9.151321,school
,9.661519,9.060915,school
,9.662985,9.064967,school
,9.664126,9.061455,school
,9.679795,9.004269,school
,9.673515,9.003402,school
,9.673113,9.002886,school
,9.673852,9.007437,school
,9.676746,9.003598,school
,9.673019,9.003337,school
,9.500563,10.316882,school
,9.533499,10.229064,school
,9.533595,10.228892,school
,9.390648,9.108648,school
,10.011866,8.682991,school
,9.675654,9.085933,school
,9.676002,9.085943,school
,9.309773,9.120487,school
,9.309893,9.120273,school
,9.307368,9.119113,school
,8.552794,9.137811,school
,8.552090,9.137973,school
,8.549175,9.136446,school
,8.550220,9.135365,school
,9.123911,8.870888,school
,7.694217,3.334727,school
,8.331168,3.234857,school
,8.475765,3.008876,school
,8.514969,3.660950,school
,8.344481,3.250547,school
,8.340621,3.250470,school
,8.435937,9.100144,school
,8.435732,9.099780,school
,8.435207,9.099677,school
,8.435026,9.099677,school
,7.938348,8.075956,school
,7.947185,8.074749,school
,7.965544,8.057724,school
,7.967263,8.059623,school
,8.524807,8.316151,school
,8.397845,9.112861,school
,8.431814,9.061673,school
,8.431722,9.061345,school
,8.431797,8.236179,school
,8.432278,8.239003,school
,8.431332,8.236993,school
,8.432681,8.237388,school
,8.432497,8.238593,school
,8.692979,8.736983,school
,8.631468,8.679230,school
,8.692907,8.798627,school
,8.692766,8.799114,school
,8.690431,8.801523,school
,8.691911,8.802433,school
,8.690530,8.809507,school
,8.694188,8.801245,school
,8.693396,8.801144,school
,8.688119,8.807493,school
,8.691225,8.809802,school
,8.678619,8.683046,school
,8.679085,8.764430,school
,8.680648,8.764688,school
,8.677966,8.764772,school
,8.746834,8.756230,school
,8.145091,8.264809,school
,8.146294,8.263219,school
,8.745048,8.756688,school
,8.765009,8.798133,school
,8.760354,8.753747,school
,12.558832,9.110934,school
,12.559074,9.110779,school
,12.000958,9.533654,school
,12.611888,9.143377,school
,12.612055,9.144161,school
,12.641443,8.815166,school
,12.417204,9.054079,school
,12.417056,9.054584,school
,11.843234,9.546912,school
,11.842281,9.544096,school
,12.069965,9.855484,school
,11.844471,9.545572,school
,12.631211,10.403709,school
,12.630659,10.403562,school
,12.632544,10.401640,school
,12.308741,9.062675,school
,12.338987,8.811606,school
,12.004690,9.681949,school
,12.004478,9.681715,school
,12.006693,9.680478,school
,11.537928,8.073201,school
,11.371246,8.603435,school
,11.339759,8.733099,school
,11.353391,8.573641,school
,11.351202,8.906565,school
,11.349849,8.908436,school
,11.333896,8.768098,school
,11.334141,8.767301,school
,11.366234,8.601733,school
,11.292466,8.739852,school
,11.292529,8.740221,school
,11.278396,8.731852,school
,11.279358,8.731773,school
,11.278772,8.730744,school
,11.278166,8.728970,school
,11.278079,8.732879,school
,11.278097,8.729341,school
,11.287674,8.739653,school
,11.365761,8.592048,school
,11.365062,8.590999,school
,11.358589,8.790385,school
,11.359219,8.792380,school
,11.358316,8.791007,school
,11.358722,8.791055,school
,12.743634,9.182329,school
,12.746724,9.181147,school
,12.743710,9.182595,school
,8.012096,8.116695,school
,8.014577,8.119677,school
,8.004354,8.120634,school
,8.015087,8.119973,school
,8.006642,8.114192,school
Unique Angels Montessori School,9.140865,7.377369,school
Sleek International School,9.140681,7.377785,school
Redeemers Private School,9.140528,7.379241,school
Beacon Height School,9.140094,7.380274,school
Multiple Grace Academy,9.141580,7.381475,school
Confidence INT'L Academy,9.141852,7.381275,school
Jumol International Academy,9.143101,7.380528,school
Destined Champions Academy,9.143200,7.377016,school
L. E. A primary school Dutse Alhaji,9.140590,7.372218,school
Degracia Model Primary School,9.138069,7.370198,school
Divine Faith Preparatory School,9.137470,7.370244,school
The Day Spring College,9.149699,7.366121,school
Degracia Model Secondary School,9.138299,7.370567,school
Command Secondary School Abakaliki,6.257278,8.111405,school
Hagios International School,6.235256,8.104754,school
Nkwegu Community Primary School,6.251463,8.110041,school
Hammawa Primary School,9.206758,12.486451,school
Adamawa Agricultural Development Program,9.207772,12.487611,school
School for Arqabic and Islamic Studies,9.206675,12.487795,school
,13.289517,5.418010,school
Ikengbuwa Primary School,5.527824,5.736386,school
Alders Town Primary School Warri,5.511071,5.753783,school
Madaratsul tafuzal quran,9.016867,7.422165,school
Divine Heritage Nursey and Primary School,9.018865,7.423311,school
Royal Step Academy,9.018685,7.420742,school
Rosy Premium Success Academy Nursery and Primary School Kuchigoro,9.017517,7.419634,school
School of Postgraduate,9.968386,8.880106,school
Department of Building,9.967356,8.879268,school
Ogiame Primary School Warri,5.522919,5.731153,school
Government Secondary School Kabusa,8.950438,7.444818,school
LEA Primary School Kabusa,8.950393,7.444904,school
Star Hope Nursery and Primary School,8.941772,7.433287,school
Mighty Mercy International School,8.939528,7.429351,school
Government Girls Secondary School,11.169702,7.659999,school
Government Day Sec School Basawa.,11.182492,7.668799,school
Government Secondary School Bomo BOMO,11.182357,7.632352,school
Geography and planning,9.966802,8.879691,school
El shamma school,9.944045,8.964889,school
Kingdomite Academy,9.873941,8.934537,school
Omega High School,9.871635,8.933310,school
ST Malachy Academy,10.677420,8.288102,school
VICTORY PRIVATE PRIMARY SCHOOL,9.963057,8.865149,school
VICTORY HIGH SCHOOL,9.963113,8.865560,school
,5.369914,5.922327,school
Amina Zwindila Foundation School,9.920248,8.911002,school
,4.908955,6.909472,school
Rumuekini primary school,4.886355,6.946292,school
state primary school (rumueme),4.826168,6.981357,school
Community Secondary School Obelle,5.071969,6.811875,school
Community Secondary School Obelle,5.067874,6.812937,school
Agboola Model School,9.925266,8.912853,school
Baptist Science Grammar School,9.925963,8.912403,school
Federal Polythecnic,10.259319,9.773635,school
Sabon Kaura Primary School,10.292758,9.786163,school
Sunshine Int'l,10.300482,9.805300,school
Sky Crest High School,10.313283,9.824692,school
Our Lady's Nur/Pri School,10.319564,9.833009,school
St. Paul Secondary School,10.320308,9.832979,school
St. Paul Nur/Pri School,10.320685,9.833461,school
Kobi Primary School,10.311461,9.839211,school
Manga Saleh Primary School,10.310428,9.835920,school
Nassarawa Primary School,10.308067,9.836250,school
LYS Academy,10.291705,9.800331,school
Gibril Aminu model school,10.310156,9.798631,school
Divine Int'l School,10.267443,9.780491,school
Army Children School,10.330736,9.814058,school
Government Day,10.329648,9.814568,school
Command Secondary School,10.334112,9.814504,school
Command Children School,10.324593,9.823463,school
City Comprehensive,10.319461,9.822958,school
G.G Bauchi,10.338698,9.845041,school
Bethany Christian Academy,9.516112,8.910043,school
Karima International Academy,10.284902,9.787912,school
Karima International Academy,10.287425,9.787339,school
New Heritage Crest International School,4.872301,6.958676,school
Pioneer Academy,10.286660,9.784928,school
Alfurqan International Academy,10.291099,9.798975,school
Pentecost Academy,10.272823,9.799412,school
PEVA International Academy,10.288774,9.787009,school
Special Education Center,10.280149,9.800343,school
General Hassan Usman Katsina (Unity College),10.278326,9.800954,school
ATBU Women Society Nursery School,10.276695,9.790876,school
Yelwa Practicing School,10.278515,9.803139,school
Ogulagha Secondary school,5.350724,5.344093,school
Dominion Integrated School,9.934349,8.913166,school
Little Angels Private School,9.912293,8.911110,school
Glory Land Academy,9.901347,8.941269,school
Jasher International Academy,9.903431,8.944626,school
Anesther Private School,9.910306,8.946951,school
Prison Children Staff School,9.908957,8.946505,school
Christ The Rock Of Ages International School,6.470489,3.629154,school
Crane College,6.471747,3.628560,school
Crane Schools,6.470432,3.628348,school
Erin-Ile Secondary School,8.109122,4.705980,school
"Government Technocal College, Erin-Ile",8.111737,4.704336,school
Department of Nursing Science,10.302800,11.175614,school
School,10.293594,11.178047,school
faculty of law Gombe state university,10.306507,11.173197,school
Faculty of law gombe state university,10.307430,11.172840,school
Faculty of law Gombe state university,10.307517,11.172840,school
Faculty of law gombe state university,10.307532,11.172938,school
Gombe state university day care,10.307892,11.173345,school
Src secretariat gombe state university,10.306758,11.174677,school
Gombe state university src park,10.306798,11.174957,school
f c e (T) administrative block,10.314838,11.148333,school
Gandu primary school,10.301619,11.172483,school
idi primary school Gombe,10.293686,11.178308,school
,10.295614,11.178582,school
GSTC Vocational Gombe state,10.295782,11.178388,school
GSTC Gombe state,10.295622,11.178077,school
GCDSS GOMBE STATE,10.300806,11.181563,school
Class 5A,10.306928,11.167547,school
Dr. abubakar abdullahi Baba  jolly phonics resources room,10.307194,11.167411,school
family support nursery and primary school.Gombe,10.307526,11.167162,school
class Room 1A,10.307334,11.167165,school
Gombe model primary school 5A 5B,10.307374,11.167784,school
Kwaine College of Education (KCOE) Yelanguruza Gombe,10.271742,11.195809,school
Usman Memorial Islamiyya School (Loddo),10.294840,11.170270,school
"Usman Memorial Islamiyya School (Loddo), Gombe",10.294828,11.170293,school
"Usman Memorial Primary school Gombe, Gombe State",10.294190,11.170117,school
"Usman Memorial Primary school Gombe , Gombe State",10.294369,11.170760,school
"Bubayero Primary school Gombe, Gombe State",10.290832,11.167461,school
"Bubayero Primary school Gombe, Gombe State",10.292411,11.167363,school
Ekpebiwei Primary School Ogulagha,5.360475,5.345788,school
ECWA nursery and primary school wili,9.909144,11.265120,school
"federal polytechnic, permanent side",9.821861,11.341642,school
School of Health Technology Kaltungo,9.827966,11.319876,school
A.A Haruna Memorial School,10.306713,11.149043,school
All Saints' College Gombe,10.299728,11.145922,school
Sen. Joshua Lidani,10.305379,11.172402,school
GDSS Bolari East Gombe,10.277148,11.183222,school
NURUL HUDA INTERNATIONAL ACADEMY GOMBE,10.276776,11.143157,school
Geography Department Room 4,10.304975,11.175997,school
Geography Department Room 4,10.306095,11.178082,school
male and female mosque road,10.305583,11.175454,school
faculty of science complex park,10.305591,11.175017,school
Geography Department Room 3,10.304752,11.175854,school
mosque male and female rest roo,10.305814,11.175415,school
Iworo Ajido Model College,6.437166,2.973844,school
Teshegwa Primary School,12.548873,10.143342,school
ETF-CERC GOMBE Admin block comprence room 2,10.303544,11.160150,school
Divine Grace Schools,9.936512,8.917241,school
Royal Heritage Academy,9.935971,8.917412,school
Rest Room,10.305096,11.175265,school
lecture theatre B,10.305234,11.175572,school
Geology Visiting lecturers Office,10.304849,11.175387,school
lecture theatre A,10.305201,11.175734,school
male Rest Room,10.305939,11.175408,school
Government day senior secondary school herwagana,10.284603,11.176963,school
kwadon primary school,10.276311,11.286989,school
science 2,10.288157,11.156174,school
madarasatul Alaramma malan gambo littah fizzul Quran,10.288985,11.158528,school
Senete chamber Gombe state University,10.303249,11.172811,school
A'NA'AN ACADEMY FURAKA,9.911952,8.920273,school
,10.307997,11.173879,school
Science Day Secondary School,9.913624,8.912381,school
"Model Science Primary School, Kagarko",9.492057,7.703182,school
EBSU Presco Campus,6.326670,8.079489,school
Esteemed Christian Academy,9.928377,8.913065,school
God's Glory Academy,9.926568,8.913829,school
UNEC,6.424600,7.505567,school
God'swill Academy Fudawa,9.925293,8.916693,school
,6.309628,8.129423,school
St. Philips Academy,9.920695,8.914354,school
Ekiugbo Grammer School,5.516872,5.971172,school
"Federal University of Technology, Akure",7.293082,5.149673,school
,10.702245,6.809682,school
GOF Secondary School,7.824925,4.125015,school
Anglican Grammar School,7.834382,4.135494,school
Faith Foundation Group of Schools,7.822005,4.122161,school
Science and Technology,6.888716,3.722546,school
BU Highschool,6.890112,3.718971,school
Namu Model Model Secondary School,11.815332,13.152173,school
Ranjenny Schools Eleme,5.717120,6.447074,school
Alegongo Secondary School,7.439061,3.950747,school
First Next Level Academy,7.291917,5.149589,school
Chemistry Research Laboratory,7.302278,5.133892,school
School Of Life Sciences,7.301986,5.133965,school
Department Of Biology,7.302273,5.133911,school
Chemistry Laboratory 1,7.302208,5.134217,school
SOS Chemical Store,7.301641,5.133810,school
Electrical Electronics Laboratory,7.302404,5.133194,school
3 in 1 B,7.301290,5.133721,school
FUTA Geotechnical Lab,7.302534,5.132816,school
Animal House,7.301515,5.133762,school
Chemistry Lab 2,7.301714,5.134041,school
3 in 1 A,7.301113,5.134033,school
Post Graduate Research Lab,7.301458,5.134131,school
3 in 1 C,7.300878,5.133692,school
Life Spring School,7.288554,5.149951,school
Microbiology Department,7.296125,5.148411,school
Futa Staff Primary School(PTA BUILDING),7.295854,5.147979,school
Teaching And Research Farm(Department of Fisheries And Aquaculture Technology),7.294097,5.145767,school
Department Of Chemistry(Laboratory),7.295761,5.149196,school
Metallurgical And Materials Engineering Mineral Processing Laboratory,7.296138,5.149028,school
School Of Basic Medical Sciences(SBMS),7.295609,5.148906,school
Students Affairs,7.300930,5.138242,school
Life Spring's Covenant Life Nursery & Primary School,7.289120,5.148282,school
Aipate Baptist Church Grammar School,7.629732,4.167499,school
Federal college of Education,7.645201,4.171360,school
Excellent Model Nur & Pry. School,7.630835,4.176507,school
Baptist High school,7.630301,4.163907,school
D.C School,7.644910,4.177550,school
Regina Mundi Girls Secondary School,7.639742,4.170549,school
School Of Postgraduates (Phase 2),7.299336,5.134929,school
School Of Postgraduates ( Phase 1),7.298967,5.134976,school
Royal Steps Academy,9.894177,8.886279,school
Idi Ape Baptist School,7.898152,4.315523,school
Baptist Royal Academy,10.319171,9.830804,school
St. Paul Primary & Secondary School,9.923618,8.886418,school
Morning Dew Private School,6.539737,3.523060,school
Rabjib college,9.913383,8.887950,school
Government Primary school,4.938045,8.314030,school
Brotherhood Model College,4.933016,8.315564,school
Ancient Intelligence Football Academy,9.084813,7.467221,school
"Modrosatul Darus Sunnah, Adeleye",7.452271,4.043173,school
Danny grace academy,6.521542,3.232330,school
DE MICROBYTES,6.520079,3.231677,school
Triple b nursery and primary,6.522779,3.234354,school
JEMFAS SCHOOLS,6.521117,3.229040,school
St Mary Grace School,6.525701,3.232988,school
PILLARS COLLEGE,6.521673,3.233245,school
PILLARS PRIMARY SCHOOL,6.521316,3.232675,school
Mary Greg Schools,6.525188,3.236198,school
Loveone Academy,6.527491,3.237274,school
Bridge School,6.522517,3.236140,school
Al ibadah children School,6.522484,3.237516,school
Tutorial lesson,6.524151,3.239459,school
House,6.524763,3.240084,school
Mosfit private school,6.525975,3.237839,school
Amazing success model academy,6.531825,3.234557,school
Ikeoluwa conprehensive college,6.530736,3.234300,school
JB_JOSHBIS ACADEMY SCHOOL,6.533972,3.235662,school
JIGATES DIGITAL SCHOOL,6.530527,3.235919,school
Meevic home grace,6.534518,3.234828,school
Amazing Success Model Academy,6.531870,3.234585,school
PECULIAR TREASURE NURSERY AND PRIMARY SCHOOL,6.534795,3.235964,school
DAMARVOUR School,6.535962,3.235543,school
Ike Oluwa comprehensive college,6.530577,3.234302,school
"Motbram Nur, primary school",6.532814,3.232903,school
Jigates digital School,6.530370,3.235814,school
Alpha comprehensive schools,6.529964,3.232186,school
Excellent Breed School,6.524032,3.229044,school
Connection Private school,6.524601,3.227760,school
Beatom Excellent Montessori,6.523186,3.229344,school
Denoy kids academy & college,6.522448,3.228363,school
First winner's nursery & primary school,6.530427,3.231560,school
NORTHWEST BEST ACADEMY,12.047413,8.572689,school
GOLDEN VOICE ACADEMY,12.050890,8.570085,school
USMAN BN AFFAN COLLEGE OF ISLAMIC STUDIES,12.048556,8.572107,school
ƊA'ATUN NABIYYU,12.049293,8.570147,school
RAMLA ACADEMY ARABIC AND ENGLISH,12.049389,8.571165,school
BRIGHT ACADEMY,12.047680,8.571193,school
INTELLECTUAL SCIENCE COMMUNITY SCHOOL,12.047841,8.570775,school
GOLDEN VOICE ACADEMY,12.050914,8.569583,school
SIDI SHARE FOUNDATION,12.048539,8.569068,school
MAL. AUDU MAI ALMAJIRAI,12.048390,8.568380,school
UMURUDEN,12.049670,8.575832,school
AULAD INTNL SCHOOL,12.049672,8.575022,school
FAIR MINDED ACADAMY,12.048052,8.574923,school
IMAM MALIK PRIMARY,12.049216,8.574097,school
NANA RUKAIYYA PRIMARY SCHOOL,12.045595,8.565715,school
APEX SUCCESS ITNL SCHOOLS,12.045176,8.565286,school
MAKARANTAR MAL AUWALU,12.044456,8.565208,school
HAYATUL ISLAMPRIMARY SCHOOL,12.044492,8.564657,school
RAHAMA ACADEMY SCHOOL Z/MARIKITA,12.049899,8.577069,school
SAHABA MODEL SCIENCE ACADEMY,12.043588,8.564000,school
TALENT INTERNATIONAL,12.039625,8.565751,school
GODIYA NURSERY AND PRIMARY SCHOOL,12.038249,8.568899,school
BARDEN BOKO COLLEGE,12.039169,8.570076,school
UBAYYU BIN KAAB,12.041786,8.567066,school
UMMUL KHAIRI ISLAMIYYA,12.042983,8.566432,school
MUASSA ISLAMIYYA,12.044625,8.571604,school
ABUBAKAR SADIQ MEMORIAL INTERNATIONAL,12.043634,8.571276,school
MALAN YARO ISLAMIYYA,12.044360,8.570387,school
MADARASATUL SUNNATU NABIYYI,12.042961,8.567985,school
MADARASATUL KHALID BIN WALID ISLAMIYYA,12.043415,8.567237,school
SABIL INTERNATIONAL ACADEMY,12.044184,8.565282,school
MAKARANTAR MALAN AUWAL,12.044437,8.565398,school
NURUDDEEN ISLAMIYYA SCHOOL,12.037418,8.567597,school
ISLAMIYYA,12.040797,8.571342,school
ANDAL BEST ACADEMY SCHOOL,12.040879,8.568500,school
ISLAMIYYA QURANIC SCHOOL,12.040926,8.568601,school
SAHABA ONE,12.044314,8.564175,school
TALENT INTL ACADEMY,12.037004,8.566345,school
AMANA SCHOOL,12.037795,8.567754,school
MADARASATUL TA'ALIMUL QUR'AN,12.040532,8.569914,school
DARUL QUR'AN ISLAMIYYA SCHOOL,12.040182,8.569025,school
NASARATUDDEEN ISLAMIYYA,12.042357,8.569461,school
SASIF MODEL NUR & PRI SCHOOL,12.042529,8.569200,school
EMPHATIC MODEL SCHOOL,12.041595,8.567557,school
MALAN YUSHA'U NA ANNABI QUR'ANIC SCHOOL,12.042473,8.564833,school
MALAN KABIRU ALMAJIRI SCHOOL,12.042995,8.565148,school
MALAN USMAN ALMAJIRI SCHOOL,12.042897,8.566980,school
AISHATU BEST ACADEMY (SENIOR),12.041976,8.571074,school
AISHATU BEST ACADEMY (JUNIOR),12.042187,8.570978,school
AISHATU BEST ACADEMY (NUR./PRI.),12.042048,8.571291,school
WISDOM INTERNATIONAL NURSERY SCHOOL,12.043103,8.572132,school
WISDOM INTERNATIONAL JUNIOR SEC. SCH.,12.043910,8.571562,school
DYNAMIC WISDOM INTERNATIONAL SCHOOL,12.043541,8.570319,school
BRIGHT FUTURE SCIENCE ACADEMY,12.043342,8.569295,school
SAHABAMODEL SCIENCE ACADEMY SCHOOL,12.043582,8.563672,school
SUCCESS ACADEMY,12.041825,8.564252,school
PEAK HELGHT NURSERY SCHOOL,12.040352,8.564646,school
NANA KHADIJA INTERNATIONAL SCHOOL,12.039238,8.564703,school
ULUMUDDEN ISLAMIYA,12.038759,8.564848,school
ROYAL ACADEMY,12.036850,8.564987,school
ROYAL ACADEMY,12.036307,8.564367,school
ADAMU A C SCIENCE ACADEMY SCHOOHL,12.041325,8.563538,school
DA AWATUNNABIYYU,12.042026,8.562803,school
ADAMU A C SCIENCE ACADEMY,12.041096,8.562753,school
ROYAL,12.037240,8.564153,school
DARUSSUNNAH LITAHFEEZIL QUR'AN,12.039102,8.564337,school
ALHAJI YUSUF GARBA ALI ISLAMIC FOUNDATION,12.036019,8.565360,school
MAKARANTAR MALAM IBRAHIM MAI YAR HULA,12.039516,8.564235,school
MAKARANTAR MALAM MAI JAN LEBE,12.039134,8.563643,school
IBN KASIR ACADEMY,12.037624,8.563908,school
GIDAN GADO SCIENCE ACADEMY AND ISLAMIYYA,12.050352,8.579489,school
DAN TAMASHE JUNIOR SECONDARY SCHOOL,12.049783,8.580322,school
MADARASATUL ADAM MAIGARI ISLAMIYYA,12.047299,8.567795,school
ALMUHAJIRUN WAL ANSAR LITAHFIZUL QUR AN WADDARASATUK ILAMIYYA,12.053948,8.577231,school
MAKARATAR ZUBAIRU BIN AWAM,12.040740,8.564711,school
ALHASAN MEMORIAL,12.040023,8.564497,school
BARANTAR MALAM SANI,12.044220,8.562593,school
MAKARATAR MARAYU DA MASU KARAMIN KARFI,12.035340,8.564167,school
NURUL ISLAM,12.038635,8.563090,school
MAKARANTAR MALAM SUNUSI,12.041521,8.562257,school
HASIYA MEMORIAL SCHOOL,12.055335,8.581962,school
MADRASATUL ZADUL MA AM ISLAMIYYA,12.055323,8.581965,school
